Date,Afdis,BAT,Delta,Econet,Innscor,Lafarge,Old Mutual,PPC,Hwange,RioZim
9/6/2017,0.85,18.2,1.56,0.6,0.86,0.5,4.71,0.8,0.03,0.65
9/7/2017,0.85,18.2,1.6,0.61,0.87,0.5,4.76,0.8,0.03,0.68
9/8/2017,0.85,18.2,1.74,0.66,0.87,0.5,4.91,0.8,0.03,0.68
9/11/2017,0.85,18.2,1.82,0.72,1.01,0.5,5,0.8,0.03,0.68
9/12/2017,1,18.35,1.96,0.66,1.21,0.5,5.53,0.82,0.03,0.68
9/13/2017,1,18.35,1.96,0.66,1.21,0.5,5.53,0.82,0.03,0.68
9/14/2017,1,18.35,2.67,0.66,1.21,0.5,5.53,0.82,0.03,0.68
9/15/2017,1.5,18.35,2.96,0.8,1.53,0.5,6.72,0.82,0.03,0.73
9/18/2017,1.5,18.35,2.96,0.8,1.53,0.5,6.72,0.82,0.03,0.73
9/19/2017,1.5,18.35,2.29,0.8,1.5,0.6,7.3,0.84,0.03,0.8
9/20/2017,1.55,22,2.2,0.8,1.48,0.6,7.71,0.84,0.04,0.8
9/21/2017,1.55,22.93,2.2,0.8,1.45,0.6,7.81,0.9,0.04,0.8
9/22/2017,1.7,26.07,2.2,0.8,1.45,0.6,7.83,0.9,0.04,0.81
9/25/2017,1.7,28,2.4,0.8,1.45,0.7,8.3,0.99,0.04,0.9
9/26/2017,1.7,28,2.53,0.81,1.5,0.7,8.3,1.14,0.04,0.9
9/27/2017,1.7,30,2.73,0.82,1.59,0.7,8.31,1.2,0.04,0.9
9/28/2017,1.7,30.05,2.79,0.82,1.78,0.7,8.31,1.2,0.04,0.9
9/29/2017,1.7,30.25,2.75,0.85,1.8,0.62,9.19,1.44,0.04,1
10/2/2017,1.7,31,2.76,0.85,1.8,0.62,9.65,1.44,0.04,1
10/3/2017,1.7,31,2.75,0.93,1.8,0.62,9.67,1.55,0.04,1
10/4/2017,1.75,32,2.76,0.97,1.8,0.62,9.69,1.62,0.04,1.01
10/5/2017,1.9,35,2.79,1.07,1.8,0.7,10.02,1.62,0.04,1.01
10/6/2017,1.9,36.42,2.8,1.1,1.79,0.7,10.16,1.62,0.04,1.01
10/9/2017,1.9,36.42,2.8,1.1,1.79,0.7,10.16,1.62,0.04,1.01
10/10/2017,1.9,36.42,2.8,1.1,1.79,0.7,10.16,1.62,0.04,1.01
10/11/2017,1.9,36.42,2.8,1.36,1.79,0.7,12.51,2.33,0.04,1.01
10/12/2017,1.9,35.61,2.8,1.71,1.78,0.7,14.07,3.04,0.04,1.1
10/13/2017,1.9,35.61,2.9,1.8,1.79,0.82,14.2,3.35,0.04,1.1
10/16/2017,1.9,35.61,2.9,1.8,1.79,0.82,14.2,3.35,0.04,1.1
10/17/2017,1.9,35.6,3.04,1.81,1.78,0.82,14.2,3.47,0.04,1.1
